日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额
2014-09-05,'000004,工业指数,1970.4,1971.018,1950.277,1957.028,1953.043,17.357,0.8887,115083991,1.10679747228e+11
2014-09-04,'000004,工业指数,1953.043,1953.402,1936.868,1942.48,1942.244,10.799,0.556,108033862,1.06323982441e+11
2014-09-03,'000004,工业指数,1942.244,1942.794,1922.56,1922.56,1920.563,21.681,1.1289,115744685,1.11978994466e+11
2014-09-02,'000004,工业指数,1920.563,1921.16,1895.666,1899.877,1895.841,24.722,1.304,106330075,1.04227993512e+11
2014-09-01,'000004,工业指数,1895.841,1896.354,1877.788,1878.748,1875.912,19.929,1.0624,72815310,72067879004.0
2014-08-29,'000004,工业指数,1875.912,1876.585,1855.841,1859.871,1858.618,17.294,0.9305,62029473,58927201155.0
2014-08-28,'000004,工业指数,1858.618,1878.598,1856.807,1866.521,1865.125,-6.507,-0.3489,67140060,63305767386.0
2014-08-27,'000004,工业指数,1865.125,1870.379,1858.402,1861.513,1860.584,4.541,0.2441,64292433,61274797721.0
2014-08-26,'000004,工业指数,1860.584,1886.614,1855.521,1882.026,1884.842,-24.258,-1.287,86267265,79347164385.0
2014-08-25,'000004,工业指数,1884.842,1896.479,1878.333,1892.249,1891.397,-6.555,-0.3466,88932199,80983073029.0
2014-08-22,'000004,工业指数,1891.397,1893.757,1877.95,1882.82,1884.424,6.973,0.37,88560389,83612087610.0
2014-08-21,'000004,工业指数,1884.424,1891.86,1867.756,1891.409,1891.387,-6.963,-0.3681,93350328,85916213589.0
2014-08-20,'000004,工业指数,1891.387,1900.106,1885.946,1892.456,1896.476,-5.089,-0.2683,96351983,87163559862.0
2014-08-19,'000004,工业指数,1896.476,1896.707,1877.655,1888.54,1886.51,9.966,0.5283,102482369,93967269620.0
2014-08-18,'000004,工业指数,1886.51,1887.552,1875.422,1876.114,1873.172,13.338,0.7121,93143448,85778269603.0
2014-08-15,'000004,工业指数,1873.172,1877.29,1853.903,1856.005,1856.47,16.702,0.8997,85539717,78004800802.0
2014-08-14,'000004,工业指数,1856.47,1877.937,1855.108,1867.775,1870.602,-14.132,-0.7555,98594674,87998698221.0
2014-08-13,'000004,工业指数,1870.602,1878.002,1852.393,1872.871,1871.137,-0.535,-0.0286,101435175,88320550159.0
2014-08-12,'000004,工业指数,1871.137,1871.373,1859.413,1868.479,1869.921,1.216,0.065,89474673,81113554430.0
2014-08-11,'000004,工业指数,1869.921,1870.335,1846.499,1848.874,1844.801,25.12,1.3617,86054317,75945318574.0
